0922最后一次登陆前的等级,角色id,churn,角色,0922最后一次登陆后的等级,0922最后一次登陆升了多少等级,2日充值总值,战力,天书炼魔阵次数,仙门试炼次数,仙门试炼最高级,天书护送李英琼次数,天书保护苦行头陀次数,天书血魔幻境次数,天书圣焰战场次数,天书蟠桃园次数,banggong,isparty,首次炼魔阵等级,ispvp,isforge,Forge_time,Forge_success_rate,法宝修炼次数,融合法宝次数,玩家地区,kill_time,death_time,duanzao+1,duanzao+2,duanzao+3,duanzao+4,duanzao+5,duanzao+6,duanzao+7,duanzao+8,duanzao+9,duanzao+10,duanzao+11,duanzao+12,duanzao+13,whether_have_any_duanzao_+5
45,8102028180886257664,0,峨嵋,45,0,0.0,79769.0,2,33,26,4,2,2,1,2,775.0,1,36.0,1.0,1.0,67.0,80.0,44.0,8.0,菲律宾,16.0,25.0,1,0,0,3,2,0,0,2,0,0,0,0,0,1
32,8102028180891631616,0,峨嵋,33,1,0.0,29894.0,0,7,7,0,0,0,0,0,0.0,0,0.0,0.0,1.0,12.0,30.0,41.0,1.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
38,8102028180897857536,0,仙禽,39,1,0.0,42192.0,1,13,13,0,0,1,0,2,820.0,1,36.0,0.0,1.0,19.0,100.0,32.0,1.0,菲律宾,0.0,1.0,0,0,0,2,0,0,1,2,0,0,0,0,0,1
44,8102028180914405376,0,青城,44,0,60.0,74162.0,2,54,26,2,2,2,2,1,745.0,1,36.0,1.0,1.0,117.0,25.0,84.0,16.0,菲律宾,12.0,26.0,0,0,0,4,6,4,3,2,0,0,0,0,0,1
40,8102028180926562304,0,青城,41,1,0.0,53094.0,2,14,14,2,2,2,0,0,1970.0,1,28.0,0.0,1.0,59.0,30.0,67.0,11.0,菲律宾,0.0,0.0,1,0,0,3,3,1,0,2,0,0,0,0,0,1
36,8102028180935049219,0,武尊,37,1,0.0,38003.0,0,10,10,0,0,0,1,1,0.0,0,0.0,1.0,1.0,16.0,82.0,52.0,0.0,菲律宾,3.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
42,8102028180940095489,1,峨嵋,42,0,0.0,52215.0,1,17,17,1,0,1,2,1,0.0,0,37.0,1.0,1.0,35.0,25.0,59.0,3.0,菲律宾,6.0,18.0,1,0,0,4,2,0,1,2,0,0,0,0,0,1
41,8102028180958642176,0,百花,43,2,180.0,69058.0,1,27,20,1,1,2,3,0,0.0,0,39.0,1.0,1.0,67.0,72.0,33.0,8.0,Others,9.0,8.0,1,0,0,3,2,0,1,2,0,0,0,0,0,1
45,8102028180961296384,0,百花,45,0,0.0,84917.0,2,62,31,2,2,1,4,2,0.0,0,38.0,1.0,1.0,101.0,46.0,74.0,18.0,菲律宾,50.0,23.0,1,0,0,3,4,2,0,2,0,0,0,0,0,1
41,8102028180963819520,0,武尊,41,0,0.0,59941.0,1,37,20,1,1,2,0,1,0.0,0,38.0,0.0,1.0,54.0,13.33,49.0,7.0,菲律宾,0.0,0.0,1,0,0,4,2,0,1,2,0,0,0,0,0,1
43,8102028180973191168,0,仙禽,43,0,60.0,72458.0,1,46,26,2,2,2,0,2,0.0,0,36.0,0.0,1.0,65.0,50.0,84.0,4.0,Others,1.0,1.0,0,0,0,4,1,0,1,2,0,0,0,0,0,1
45,8102028180977451008,0,峨嵋,45,0,60.0,86072.0,2,33,27,2,2,2,4,2,8070.0,1,36.0,1.0,1.0,79.0,34.0,37.0,3.0,菲律宾,24.0,26.0,0,0,0,4,0,0,1,2,0,0,0,0,0,1
43,8102028180977844224,0,武尊,44,1,1100.0,87893.0,2,49,26,2,2,3,5,3,4270.0,1,31.0,1.0,1.0,114.0,30.0,50.0,13.0,菲律宾,31.0,58.0,1,0,0,4,3,1,1,2,0,0,0,0,0,1
45,8102028180993015808,0,青城,45,0,60.0,87364.0,2,24,23,2,2,2,2,2,0.0,0,35.0,1.0,1.0,55.0,64.0,21.0,9.0,菲律宾,7.0,21.0,0,0,0,4,1,0,1,2,0,0,0,0,0,1
41,8102028180997767168,0,仙禽,41,0,60.0,66768.0,2,38,23,3,2,2,0,1,1200.0,1,25.0,0.0,1.0,83.0,25.0,69.0,10.0,菲律宾,0.0,0.0,1,0,0,4,3,0,1,2,0,0,0,0,0,1
45,8102028181027192833,0,青城,45,0,0.0,99158.0,2,27,26,2,2,2,4,2,0.0,0,37.0,1.0,1.0,92.0,50.0,35.0,16.0,菲律宾,33.0,32.0,1,0,0,4,4,2,0,2,0,0,0,0,0,1
39,8102028181028569088,0,青城,39,0,0.0,43005.0,2,28,17,1,1,2,4,1,0.0,0,27.0,1.0,1.0,20.0,82.0,22.0,1.0,菲律宾,1.0,29.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7,8102028181034172416,1,仙禽,7,0,0.0,1480.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8102028181052719104,1,青城,2,1,0.0,980.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,8102028181061337088,0,仙禽,41,1,0.0,45057.0,1,14,14,1,1,1,0,0,0.0,0,33.0,0.0,1.0,27.0,87.0,11.0,2.0,菲律宾,0.0,1.0,0,0,0,1,0,0,1,2,0,0,0,0,0,1
43,8102028181065891840,0,青城,43,0,0.0,59577.0,1,33,22,1,0,1,3,1,4380.0,1,39.0,1.0,1.0,49.0,64.0,137.0,7.0,菲律宾,7.0,28.0,0,0,0,4,0,0,1,2,0,0,0,0,0,1
28,8102028181095284736,0,仙禽,29,1,0.0,18406.0,0,9,8,0,0,2,0,0,0.0,0,0.0,0.0,1.0,4.0,85.0,79.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,8102028181112291328,0,武尊,43,0,0.0,71081.0,2,45,26,2,2,2,4,2,460.0,1,19.0,1.0,1.0,69.0,87.0,62.0,7.0,菲律宾,15.0,32.0,0,0,0,4,0,0,1,2,0,0,0,0,0,1
40,8102028181151383552,0,青城,40,0,0.0,50848.0,2,10,10,0,0,1,1,0,3600.0,1,36.0,1.0,1.0,26.0,86.0,46.0,3.0,菲律宾,1.0,9.0,0,0,0,2,0,0,1,2,0,0,0,0,0,1
33,8102028181176025088,0,百花,33,0,0.0,29206.0,0,8,8,0,0,1,0,0,1650.0,1,0.0,0.0,1.0,16.0,70.0,54.0,1.0,菲律宾,0.0,0.0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
23,8102028181193949184,1,峨嵋,25,2,0.0,12168.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1.0,3.0,100.0,6.0,1.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
44,8102028181202468864,0,仙禽,44,0,60.0,58736.0,2,27,26,2,2,2,4,2,0.0,0,37.0,1.0,1.0,62.0,87.0,24.0,4.0,菲律宾,28.0,29.0,0,0,0,1,0,0,1,2,0,0,0,0,0,1
37,8102028181226618880,0,仙禽,39,2,0.0,47427.0,1,23,21,0,1,1,1,0,1730.0,1,25.0,1.0,1.0,65.0,32.0,71.0,10.0,菲律宾,1.0,13.0,1,0,0,4,5,1,1,2,0,0,0,0,0,1
28,8102028181230059520,0,青城,36,8,0.0,35062.0,0,13,12,0,0,1,0,0,0.0,0,0.0,0.0,1.0,19.0,74.0,28.0,0.0,Others,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
17,8102028181251751936,1,峨嵋,26,9,0.0,15558.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1.0,5.0,80.0,11.0,0.0,菲律宾,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
45,8102028181252014082,0,百花,45,0,60.0,92487.0,2,38,26,2,2,2,0,2,640.0,1,37.0,0.0,1.0,82.0,50.0,91.0,21.0,菲律宾,0.0,1.0,0,0,0,4,6,2,2,2,0,0,0,0,0,1
38,8102028181283766272,0,武尊,38,0,0.0,46193.0,0,10,10,0,0,0,0,1,0.0,1,0.0,0.0,1.0,58.0,30.0,40.0,2.0,菲律宾,0.0,1.0,1,0,0,4,3,0,1,2,0,0,0,0,0,1
37,8102028181299691520,0,仙禽,37,0,0.0,29077.0,1,28,17,0,0,1,0,0,1220.0,1,26.0,0.0,1.0,10.0,100.0,30.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
37,8102028181305327616,0,武尊,37,0,0.0,35739.0,1,23,16,0,0,1,0,0,0.0,0,25.0,0.0,1.0,33.0,70.0,13.0,8.0,菲律宾,0.0,0.0,1,0,0,4,3,0,1,2,0,0,0,0,0,1
34,8102028181349892096,0,青城,34,0,0.0,32553.0,0,8,8,0,0,1,0,1,1200.0,1,0.0,0.0,1.0,33.0,70.0,32.0,1.0,菲律宾,0.0,0.0,1,0,0,4,2,0,1,2,0,0,0,0,0,1
31,8102028181367160832,0,武尊,31,0,0.0,30059.0,1,11,11,0,0,1,2,0,1400.0,1,20.0,1.0,1.0,28.0,100.0,31.0,1.0,菲律宾,2.0,17.0,0,0,0,3,0,0,1,2,0,0,0,0,0,1
44,8102028181376860160,0,武尊,44,0,0.0,84382.0,2,46,26,2,2,2,4,2,9600.0,1,36.0,1.0,1.0,76.0,87.0,38.0,14.0,菲律宾,27.0,52.0,1,0,0,4,2,0,0,2,0,0,0,0,0,1
45,8102028181389115392,0,仙禽,45,0,0.0,78839.0,2,30,26,2,2,2,4,2,0.0,0,39.0,1.0,1.0,70.0,32.0,171.0,13.0,菲律宾,23.0,29.0,0,0,0,4,3,1,1,2,0,0,0,0,0,1
38,8102028181396848640,1,百花,38,0,0.0,45185.0,1,15,14,1,1,1,0,1,0.0,0,31.0,0.0,1.0,25.0,85.0,23.0,1.0,菲律宾,0.0,0.0,0,0,0,1,0,0,1,2,0,0,0,0,0,1
36,8102028181459566592,1,青城,40,4,60.0,48276.0,1,10,10,0,0,2,0,0,1000.0,1,38.0,0.0,1.0,25.0,80.0,14.0,3.0,菲律宾,0.0,3.0,0,0,0,2,0,0,1,2,0,0,0,0,0,1
45,8102028181474017280,0,武尊,45,0,0.0,85099.0,2,67,31,2,2,2,4,6,730.0,1,37.0,1.0,1.0,87.0,80.0,53.0,8.0,菲律宾,20.0,45.0,1,0,0,4,3,0,1,1,0,0,0,0,0,1
35,8102028181475688448,0,青城,36,1,0.0,30750.0,0,12,9,1,0,1,0,0,1350.0,1,0.0,0.0,1.0,11.0,25.0,15.0,1.0,菲律宾,0.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20,8102028181500952576,0,峨嵋,22,2,0.0,10876.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,8102028181502787584,0,武尊,41,0,60.0,74390.0,1,33,23,1,1,2,0,1,0.0,0,37.0,0.0,1.0,77.0,70.0,53.0,14.0,菲律宾,0.0,1.0,1,0,0,4,1,0,1,2,0,0,0,0,0,1
42,8102028181519695873,0,百花,44,2,0.0,63026.0,2,31,21,2,2,2,0,1,0.0,0,36.0,0.0,1.0,58.0,27.0,17.0,16.0,菲律宾,1.0,5.0,1,0,0,3,2,0,1,2,0,0,0,0,0,1
35,8102028181543747584,0,峨嵋,36,1,0.0,30242.0,0,17,13,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,8102028181578383360,0,仙禽,43,5,0.0,57134.0,2,13,13,2,2,2,2,1,0.0,0,31.0,1.0,1.0,45.0,87.0,27.0,3.0,Others,4.0,12.0,0,0,0,2,0,0,1,2,0,0,0,0,0,1
35,8102028181591752704,1,峨嵋,35,0,0.0,34156.0,0,11,11,0,0,0,1,0,0.0,0,0.0,1.0,1.0,18.0,30.0,32.0,0.0,菲律宾,3.0,5.0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
4,8102028181603254273,1,仙禽,6,2,0.0,2481.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,8102028181675966464,0,峨嵋,43,0,300.0,97376.0,2,31,26,0,0,2,4,2,0.0,0,37.0,1.0,1.0,97.0,50.0,37.0,11.0,菲律宾,66.0,12.0,1,0,0,4,4,1,1,2,0,0,0,0,0,1
40,8102028181725020160,0,仙禽,41,1,0.0,55642.0,2,41,20,1,1,3,0,2,10295.0,1,36.0,0.0,1.0,14.0,85.0,26.0,1.0,菲律宾,2.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20,8102028181725806592,0,青城,23,3,0.0,11946.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,8102028181749104640,1,青城,21,6,0.0,11260.0,1,0,0,0,0,0,0,0,0.0,0,18.0,0.0,0.0,0.0,0.0,10.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,8102028181758017536,0,峨嵋,44,1,0.0,81429.0,2,25,24,2,2,3,5,3,4690.0,1,29.0,1.0,1.0,74.0,50.0,77.0,25.0,菲律宾,14.0,38.0,1,0,0,4,3,1,1,2,0,0,0,0,0,1
36,8102028181791899648,0,百花,36,0,0.0,32607.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1.0,18.0,100.0,18.0,3.0,菲律宾,0.0,1.0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
35,8102028181889482752,0,百花,39,4,0.0,45371.0,1,14,14,1,1,2,0,1,1710.0,1,28.0,0.0,1.0,51.0,87.0,71.0,12.0,菲律宾,0.0,2.0,1,0,0,2,4,1,1,2,0,0,0,0,0,1
40,8102028181926805504,0,青城,41,1,60.0,56692.0,1,18,14,1,1,3,0,0,5380.0,1,36.0,0.0,1.0,50.0,70.0,68.0,3.0,菲律宾,0.0,1.0,0,0,0,4,1,0,1,2,0,0,0,0,0,1
41,8102028181927067648,0,仙禽,42,1,0.0,62953.0,2,16,16,1,0,2,2,1,0.0,0,36.0,1.0,1.0,58.0,64.0,32.0,12.0,菲律宾,16.0,20.0,1,0,0,4,2,0,1,2,0,0,0,0,0,1
8,8102028181955117056,1,峨嵋,10,2,0.0,5076.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,8102028182097264640,0,武尊,44,0,0.0,81241.0,2,43,27,2,3,2,4,1,0.0,0,37.0,1.0,1.0,88.0,82.0,35.0,15.0,菲律宾,7.0,25.0,1,0,0,3,5,2,0,2,0,0,0,0,0,1
1,8102028182116728832,1,武尊,3,2,0.0,1259.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,8102028182135930880,1,峨嵋,21,9,0.0,10166.0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,7.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,8102028182238003200,0,百花,41,0,0.0,63188.0,1,32,23,2,3,2,2,2,3950.0,1,32.0,1.0,1.0,30.0,82.0,388.0,4.0,菲律宾,4.0,11.0,0,0,0,1,0,0,1,2,0,0,0,0,0,1
37,8102028182295117824,0,武尊,38,1,0.0,37500.0,0,20,14,0,0,2,0,0,1050.0,1,0.0,0.0,1.0,10.0,64.0,116.0,1.0,菲律宾,7.0,1.0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
42,8102028182314483712,0,峨嵋,43,1,0.0,47713.0,2,11,11,1,1,2,3,0,2135.0,1,35.0,1.0,1.0,16.0,72.0,67.0,1.0,菲律宾,3.0,15.0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
2,8102028182315499520,1,青城,2,0,0.0,980.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,8102028182317367296,1,仙禽,35,2,2340.0,52408.0,1,29,18,1,1,1,0,1,1250.0,1,23.0,0.0,1.0,37.0,72.0,19.0,0.0,菲律宾,0.0,0.0,1,0,0,4,1,0,1,2,0,0,0,0,0,1
1,8102028182329163776,1,仙禽,1,0,0.0,880.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,8102028182343483392,0,仙禽,34,1,0.0,38017.0,1,15,15,2,2,2,0,0,865.0,1,32.0,0.0,1.0,43.0,82.0,16.0,2.0,菲律宾,0.0,0.0,0,0,0,4,0,0,1,2,0,0,0,0,0,1
13,8102028182355738624,0,峨嵋,13,0,0.0,7948.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8102028182383132672,1,峨嵋,2,1,0.0,1000.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,8102028182409609216,0,峨嵋,37,0,0.0,39356.0,1,28,13,0,1,1,0,0,0.0,0,35.0,0.0,1.0,10.0,64.0,18.0,0.0,菲律宾,0.0,1.0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
36,8102028182430482432,0,仙禽,37,1,0.0,37992.0,1,10,9,0,0,0,0,0,0.0,0,35.0,0.0,1.0,12.0,100.0,13.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
1,8102028182442344448,1,青城,17,16,0.0,8144.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8102028182455943168,0,武尊,2,0,0.0,980.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,8102028182466494466,0,峨嵋,12,2,0.0,6586.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,8102028182474162176,0,仙禽,5,0,0.0,2081.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8102028182483632129,1,峨嵋,5,4,0.0,1518.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8102028182487891968,1,仙禽,2,0,0.0,980.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,8102028182549037056,1,仙禽,37,2,0.0,43121.0,1,14,13,0,0,3,2,0,1850.0,1,32.0,1.0,1.0,41.0,70.0,49.0,5.0,菲律宾,7.0,16.0,1,0,0,4,1,0,1,2,0,0,0,0,0,1
39,8102028182595338240,0,峨嵋,40,1,0.0,53110.0,1,18,10,0,0,2,0,0,0.0,0,30.0,0.0,1.0,49.0,30.0,21.0,4.0,菲律宾,5.0,6.0,1,0,0,4,2,0,1,2,0,0,0,0,0,1
40,8102028182657007616,0,百花,41,1,0.0,72941.0,1,20,20,1,1,1,4,1,0.0,0,35.0,1.0,1.0,75.0,70.0,46.0,9.0,菲律宾,5.0,18.0,1,0,0,3,2,0,1,2,0,0,0,0,0,1
17,8102028182663168003,1,仙禽,19,2,0.0,8299.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,8102028182670802945,0,武尊,20,4,0.0,8218.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,Others,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,8102028182692003840,0,仙禽,31,0,0.0,28157.0,0,18,11,0,0,0,0,0,0.0,0,0.0,0.0,1.0,11.0,85.0,33.0,1.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
44,8102028182712221696,0,仙禽,44,0,0.0,79282.0,2,49,29,2,2,2,3,1,0.0,0,36.0,1.0,1.0,78.0,25.0,35.0,12.0,菲律宾,31.0,47.0,1,0,0,4,2,0,1,2,0,0,0,0,0,1
19,8102028182714908672,0,峨嵋,21,2,0.0,9632.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,8102028182734929920,0,仙禽,40,0,0.0,44176.0,1,24,15,0,0,2,1,1,950.0,1,30.0,1.0,1.0,11.0,72.0,64.0,1.0,菲律宾,1.0,19.0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
40,8102028182775922688,0,仙禽,40,0,60.0,56691.0,2,18,17,2,2,2,0,0,0.0,0,36.0,0.0,1.0,52.0,32.0,38.0,4.0,菲律宾,0.0,0.0,0,0,0,1,0,0,1,2,0,0,0,0,0,1
35,8102028182786572289,0,峨嵋,35,0,1980.0,46668.0,1,13,13,0,0,3,0,0,5220.0,1,35.0,0.0,1.0,22.0,87.0,46.0,1.0,Others,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
40,8102028182793027584,0,峨嵋,40,0,0.0,52194.0,0,10,10,0,0,2,0,0,1400.0,1,0.0,0.0,1.0,30.0,80.0,61.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
30,8102028182805053440,0,青城,30,0,0.0,26546.0,1,10,10,0,0,0,0,0,1300.0,1,29.0,0.0,1.0,12.0,64.0,19.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8102028182836445184,0,百花,1,0,0.0,880.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,8102028182850142208,0,仙禽,35,11,0.0,15859.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,菲律宾,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8102028182851092480,1,百花,1,0,0.0,880.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,8102028182858989568,1,峨嵋,38,0,0.0,40801.0,0,10,10,0,1,1,0,0,1950.0,1,0.0,0.0,1.0,11.0,74.0,26.0,1.0,菲律宾,0.0,0.0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
33,8102028182862790656,1,仙禽,37,4,0.0,34361.0,1,15,15,0,0,0,0,0,150.0,1,35.0,0.0,1.0,3.0,100.0,68.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
22,8102028182865215488,0,仙禽,31,9,0.0,27499.0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,1.0,9.0,30.0,19.0,1.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
38,8102028182865510400,0,青城,38,0,0.0,46061.0,1,21,11,0,0,1,2,1,0.0,0,37.0,1.0,1.0,19.0,85.0,44.0,4.0,菲律宾,2.0,13.0,0,0,0,2,0,0,1,2,0,0,0,0,0,1
41,8102028182875897856,0,武尊,42,1,0.0,55928.0,2,25,16,2,2,3,0,1,2390.0,1,29.0,0.0,1.0,49.0,70.0,53.0,3.0,菲律宾,0.0,0.0,0,0,0,3,0,0,0,2,0,0,0,0,0,1
42,8102028182899359744,0,青城,43,1,0.0,59298.0,2,25,17,2,2,2,0,2,1120.0,1,22.0,0.0,1.0,64.0,100.0,99.0,8.0,菲律宾,0.0,0.0,1,0,0,3,4,3,1,2,0,0,0,0,0,1
36,8102028182910500864,1,仙禽,37,1,0.0,36307.0,0,18,17,0,0,0,0,0,0.0,0,0.0,0.0,1.0,14.0,72.0,32.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
39,8102028182926032896,0,峨嵋,39,0,480.0,52642.0,1,19,18,0,1,1,4,1,0.0,0,34.0,1.0,1.0,58.0,32.0,33.0,6.0,加拿大,6.0,36.0,0,0,0,4,0,0,1,2,0,0,0,0,0,1
32,8102028182961455104,0,武尊,32,0,0.0,27984.0,0,22,11,0,0,4,0,0,0.0,0,0.0,0.0,1.0,6.0,70.0,24.0,1.0,菲律宾,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
45,8102028180817870848,0,武尊,45,0,60.0,87068.0,2,26,26,1,0,2,5,3,1560.0,1,37.0,1.0,1.0,86.0,100.0,79.0,1.0,菲律宾,26.0,49.0,1,0,0,4,1,0,1,2,0,0,0,0,0,1
45,8102028180818657280,0,青城,45,0,0.0,84069.0,2,32,26,3,2,2,2,2,0.0,0,37.0,1.0,1.0,83.0,30.0,35.0,7.0,菲律宾,19.0,21.0,1,0,0,3,3,0,1,1,0,0,0,0,0,1
45,8102028180818886656,0,仙禽,45,0,360.0,80286.0,2,49,26,2,2,2,2,2,0.0,0,38.0,1.0,1.0,83.0,32.0,42.0,4.0,美国,15.0,13.0,1,0,0,4,1,0,1,2,0,0,0,0,0,1
45,8102028180823834624,0,武尊,45,0,60.0,85357.0,2,64,30,2,2,2,4,2,0.0,0,37.0,1.0,1.0,79.0,72.0,44.0,8.0,菲律宾,63.0,48.0,1,0,0,4,1,0,1,1,0,0,0,0,0,1
45,8102028180824784897,0,百花,45,0,60.0,105936.0,2,61,33,2,2,2,6,2,0.0,0,37.0,1.0,1.0,85.0,50.0,84.0,9.0,菲律宾,42.0,37.0,1,0,0,4,3,1,1,2,0,0,0,0,0,1
45,8102028180825079808,0,百花,45,0,0.0,77883.0,2,39,26,2,2,2,4,2,0.0,0,36.0,1.0,1.0,74.0,55.0,32.0,22.0,菲律宾,23.0,24.0,1,0,0,4,5,2,1,2,0,0,0,0,0,1
44,8102028180826980352,0,仙禽,45,1,60.0,86489.0,2,71,30,4,5,3,14,7,0.0,0,35.0,1.0,1.0,88.0,30.0,31.0,16.0,菲律宾,102.0,111.0,1,0,0,4,4,1,1,2,0,0,0,0,0,1
43,8102028180833566720,0,仙禽,43,0,60.0,63971.0,1,37,25,1,1,1,3,1,0.0,0,38.0,1.0,1.0,54.0,85.0,31.0,6.0,菲律宾,17.0,19.0,0,0,0,2,0,0,1,2,0,0,0,0,0,1
